file,audio_seconds,world_seconds,phase,weapon,ammo,reserve,operation
frame_00389.jpg,17.381446,19.367504,6,1,4,32,3
frame_00390.jpg,17.427325,19.412470,6,1,4,32,3
frame_00391.jpg,17.472330,19.458357,6,1,4,32,3
frame_00392.jpg,17.517588,19.503386,6,1,4,32,3
frame_00393.jpg,17.563188,19.548676,6,1,4,32,3
frame_00394.jpg,17.608480,19.594217,6,1,4,32,3
frame_00395.jpg,17.653630,19.639500,6,1,4,32,3
frame_00396.jpg,17.699237,19.684671,6,1,4,32,3
frame_00397.jpg,17.745410,19.730293,6,1,4,32,3
frame_00398.jpg,17.790420,19.776478,6,1,4,32,3
frame_00399.jpg,17.836221,19.821432,6,1,3,32,2
frame_00400.jpg,17.881722,19.867250,6,1,3,32,2
frame_00401.jpg,17.926801,19.912716,6,1,3,32,2
frame_00402.jpg,17.971518,19.957851,6,1,3,32,2
frame_00403.jpg,18.016579,20.002535,6,1,3,32,2
frame_00404.jpg,18.061363,20.047581,6,1,3,32,3
frame_00405.jpg,18.106292,20.092360,6,1,3,32,3
frame_00406.jpg,18.150796,20.137280,6,1,3,32,3
frame_00407.jpg,18.196133,20.181799,6,1,3,32,3
frame_00408.jpg,18.241558,20.227209,6,1,3,32,3
frame_00409.jpg,18.286466,20.272556,6,1,3,32,3
frame_00410.jpg,18.330896,20.317461,6,1,3,32,3
frame_00411.jpg,18.375634,20.361885,6,1,3,32,3
frame_00412.jpg,18.421021,20.406618,6,1,3,32,3
frame_00413.jpg,18.465544,20.452044,6,1,3,32,3
frame_00414.jpg,18.509466,20.496536,6,1,3,32,3
frame_00415.jpg,18.554797,20.540552,6,1,3,32,3
frame_00416.jpg,18.599974,20.585873,6,1,3,32,3
frame_00417.jpg,18.646060,20.631014,6,1,2,32,2
frame_00418.jpg,18.691308,20.677080,6,1,2,32,2
frame_00419.jpg,18.735678,20.722311,6,1,2,32,2
frame_00420.jpg,18.779874,20.766666,6,1,2,32,2
frame_00421.jpg,18.824618,20.810898,6,1,2,32,2
frame_00422.jpg,18.869050,20.855608,6,1,2,32,3
frame_00423.jpg,18.913794,20.900051,6,1,2,32,3
frame_00424.jpg,18.958641,20.944790,6,1,2,32,3
frame_00425.jpg,19.003433,20.989635,6,1,2,32,3
frame_00426.jpg,19.047852,21.034428,6,1,2,32,3
frame_00427.jpg,19.092132,21.078815,6,1,2,32,3
frame_00428.jpg,19.136618,21.123102,6,1,2,32,3
frame_00429.jpg,19.181490,21.167612,6,1,2,32,3
frame_00430.jpg,19.225889,21.212477,6,1,2,32,3
frame_00431.jpg,19.270685,21.256876,6,1,2,32,3
frame_00432.jpg,19.315585,21.301664,6,1,2,32,3
frame_00433.jpg,19.359670,21.346552,6,1,2,32,3
frame_00434.jpg,19.404704,21.390676,6,1,2,32,3
frame_00435.jpg,19.449704,21.435688,6,1,1,32,2
frame_00436.jpg,19.494572,21.480656,6,1,1,32,2
frame_00437.jpg,19.538873,21.525560,6,1,1,32,2
frame_00438.jpg,19.583820,21.569857,6,1,1,32,2
frame_00439.jpg,19.628742,21.614777,6,1,1,32,2
frame_00440.jpg,19.674059,21.659803,6,1,1,32,3
frame_00441.jpg,19.718819,21.705048,6,1,1,32,3
frame_00442.jpg,19.764202,21.749790,6,1,1,32,3
frame_00443.jpg,19.808977,21.795219,6,1,1,32,3
frame_00444.jpg,19.854101,21.840019,6,1,1,32,3
frame_00445.jpg,19.898580,21.885088,6,1,1,32,3
frame_00446.jpg,19.942796,21.929541,6,1,1,32,3
frame_00447.jpg,19.987511,21.973770,6,1,1,32,3
frame_00448.jpg,20.032280,22.018454,6,1,1,32,3
frame_00449.jpg,20.076116,22.063257,6,1,1,32,3
frame_00450.jpg,20.120909,22.107071,6,1,1,32,3
frame_00451.jpg,20.165403,22.151854,6,1,1,32,3
frame_00452.jpg,20.209541,22.196358,6,1,1,32,3
frame_00453.jpg,20.254358,22.240534,6,1,0,32,2
frame_00454.jpg,20.298789,22.285332,6,1,0,32,2
frame_00455.jpg,20.342772,22.329744,6,1,0,32,2
frame_00456.jpg,20.387601,22.373734,6,1,0,32,2
frame_00457.jpg,20.432442,22.418552,6,1,0,32,2
frame_00458.jpg,20.476492,22.463430,6,1,0,32,3
